  0.00000 -10.00000  -7.50000  -5.00000  -2.50000   0.00000   2.50000   5.00000   7.50000  10.00000
-20.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
-17.50000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
-15.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
-12.50000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
-10.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 -7.50000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 -5.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 -2.50000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
  0.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
  2.50000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
  5.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
  7.50000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 10.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 12.50000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 15.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 17.50000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 20.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 22.50000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 25.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 27.50000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 30.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 32.50000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
 35.00000   0.06109   0.04581   0.03054   0.01527  -0.00000  -0.01527  -0.03054  -0.04581  -0.06109
