  0.00000 -10.00000  -7.50000  -5.00000  -2.50000   0.00000   2.50000   5.00000   7.50000  10.00000
-20.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
-17.50000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
-15.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
-12.50000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
-10.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 -7.50000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 -5.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 -2.50000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
  0.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
  2.50000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
  5.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
  7.50000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 10.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 12.50000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 15.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 17.50000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 20.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 22.50000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 25.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 27.50000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 30.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 32.50000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
 35.00000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000  -0.05000
