time_s,x_e_m,y_e_m,z_e_m,phi_rad,theta_rad,psi_rad,u_m_s,v_m_s,w_m_s,p_rad_s,q_rad_s,r_rad_s,u_m_s_dot,v_m_s_dot,w_m_s_dot,p_rad_s_dot,q_rad_s_dot,r_rad_s_dot,alpha_rad,beta_rad,airspeed_m_s,elevator_deg,aileron_deg,rudder_deg,throttle,brake
3.93,47.16000138,0,-799.9999989,0,0.1275680562,0,11.90249128,0,1.526668214,0,1.931183359e-08,0,-6.953012458e-08,0,4.61611804e-09,0,-2.404848565e-09,0,0.1275680621,0,12.0000006,-0.6854041152,0,0,0.6140593696,0
3.94,47.28000139,0,-799.9999989,0,0.1275680564,0,11.90249128,0,1.526668214,0,1.928705048e-08,0,-7.120575969e-08,0,4.913657026e-09,0,-2.55168163e-09,0,0.1275680622,0,12.0000006,-0.6854041152,0,0,0.6140593696,0
3.95,47.40000139,0,-799.9999989,0,0.1275680566,0,11.90249128,0,1.526668214,0,1.926080181e-08,0,-7.287168181e-08,0,5.21008417e-09,0,-2.697957448e-09,0,0.1275680622,0,12.0000006,-0.6854041152,0,0,0.6140593696,0
3.96,47.5200014,0,-799.9999989,0,0.1275680568,0,11.90249128,0,1.526668214,0,1.923309324e-08,0,-7.452778255e-08,0,5.505374187e-09,0,-2.843661239e-09,0,0.1275680622,0,12.0000006,-0.6854041152,0,0,0.6140593696,0
3.97,47.64000141,0,-799.9999989,0,0.127568057,0,11.90249127,0,1.526668214,0,1.920393051e-08,0,-7.61739541e-08,0,5.79951035e-09,0,-2.988786431e-09,0,0.1275680622,0,12.0000006,-0.6854041152,0,0,0.6140593696,0
3.98,47.76000141,0,-799.9999989,0,0.1275680572,0,11.90249127,0,1.526668214,0,1.917331949e-08,0,-7.781009217e-08,0,6.092473484e-09,0,-3.133321449e-09,0,0.1275680622,0,12.0000006,-0.6854041152,0,0,0.6140593696,0
3.99,47.88000142,0,-799.9999989,0,0.1275680574,0,11.90249127,0,1.526668214,0,1.91412661e-08,0,-7.943609081e-08,0,6.384238369e-09,0,-3.277255486e-09,0,0.1275680622,0,12.0000006,-0.6854041152,0,0,0.6140593696,0
4,48.00000142,0,-799.9999989,0,0.1275680576,0,11.90249127,0,1.526668214,0,1.910777639e-08,0,-8.105184622e-08,0,6.674788217e-09,0,-3.420580433e-09,0,0.1275680622,0,12.0000006,-0.6854041152,0,0,0.6140593696,0
4.01,48.12000143,0,-799.9999989,0,0.1275680578,0,11.90249127,0,1.526668214,0,1.907285654e-08,0,-8.265725457e-08,0,6.964107431e-09,0,-3.563287132e-09,0,0.1275680623,0,12.0000006,-0.6854041152,0,0,0.6140593696,0
4.02,48.24000144,0,-799.9999989,0,0.1275680579,0,11.90249127,0,1.526668214,0,1.903651276e-08,0,-8.425221457e-08,0,7.252172532e-09,0,-3.70536367e-09,0,0.1275680623,0,12.00000059,-0.6854041152,0,0,0.6140593696,0
4.03,48.36000144,0,-799.9999989,0,0.1275680581,0,11.90249127,0,1.526668214,0,1.89987514e-08,0,-8.583662733e-08,0,7.53895606e-09,0,-3.84680162e-09,0,0.1275680623,0,12.00000059,-0.6854041152,0,0,0.6140593696,0
4.04,48.48000145,0,-799.9999989,0,0.1275680583,0,11.90249127,0,1.526668214,0,1.89595789e-08,0,-8.741039031e-08,0,7.824451024e-09,0,-3.987589876e-09,0,0.1275680623,0,12.00000059,-0.6854041152,0,0,0.6140593696,0
4.05,48.60000145,0,-799.9999989,0,0.1275680585,0,11.90249127,0,1.526668214,0,1.891900179e-08,0,-8.89734067e-08,0,8.108626911e-09,0,-4.127719991e-09,0,0.1275680623,0,12.00000059,-0.6854041152,0,0,0.6140593696,0
4.06,48.72000146,0,-799.9999989,0,0.1275680587,0,11.90249127,0,1.526668214,0,1.887702671e-08,0,-9.052557781e-08,0,8.391472076e-09,0,-4.267183514e-09,0,0.1275680623,0,12.00000059,-0.6854041152,0,0,0.6140593696,0
4.07,48.84000147,0,-799.9999989,0,0.1275680589,0,11.90249127,0,1.526668214,0,1.883366038e-08,0,-9.206680844e-08,0,8.672961728e-09,0,-4.405969649e-09,0,0.1275680623,0,12.00000059,-0.6854041152,0,0,0.6140593696,0
4.08,48.96000147,0,-799.9999989,0,0.1275680591,0,11.90249127,0,1.526668215,0,1.878890961e-08,0,-9.35970033e-08,0,8.953079306e-09,0,-4.544067577e-09,0,0.1275680624,0,12.00000059,-0.6854041152,0,0,0.6140593696,0
4.09,49.08000148,0,-799.9999989,0,0.1275680593,0,11.90249126,0,1.526668215,0,1.874278133e-08,0,-9.511606815e-08,0,9.231807685e-09,0,-4.681471241e-09,0,0.1275680624,0,12.00000059,-0.6854041152,0,0,0.6140593696,0
4.1,49.20000148,0,-799.9999989,0,0.1275680595,0,11.90249126,0,1.526668215,0,1.869528253e-08,0,-9.662390798e-08,0,9.509123518e-09,0,-4.81817028e-09,0,0.1275680624,0,12.00000059,-0.6854041152,0,0,0.6140593696,0
4.11,49.32000149,0,-799.9999989,0,0.1275680596,0,11.90249126,0,1.526668215,0,1.864642031e-08,0,-9.812043281e-08,0,9.785020739e-09,0,-4.95415451e-09,0,0.1275680624,0,12.00000059,-0.6854041152,0,0,0.6140593696,0
4.12,49.4400015,0,-799.9999989,0,0.1275680598,0,11.90249126,0,1.526668215,0,1.859620185e-08,0,-9.960555103e-08,0,1.005946938e-08,0,-5.089417085e-09,0,0.1275680624,0,12.00000059,-0.6854041152,0,0,0.6140593696,0
4.13,49.5600015,0,-799.9999989,0,0.12756806,0,11.90249126,0,1.526668215,0,1.854463441e-08,0,-1.010791734e-07,0,1.033245465e-08,0,-5.223947449e-09,0,0.1275680625,0,12.00000058,-0.6854041152,0,0,0.6140593696,0
4.14,49.68000151,0,-799.9999989,0,0.1275680602,0,11.90249126,0,1.526668215,0,1.849172538e-08,0,-1.025412105e-07,0,1.060395238e-08,0,-5.35773676e-09,0,0.1275680625,0,12.00000058,-0.6854041152,0,0,0.6140593696,0
4.15,49.80000151,0,-799.9999989,0,0.1275680604,0,11.90249126,0,1.526668215,0,1.84374822e-08,0,-1.039915767e-07,0,1.087395536e-08,0,-5.490775542e-09,0,0.1275680625,0,12.00000058,-0.6854041152,0,0,0.6140593696,0
4.16,49.92000152,0,-799.9999989,0,0.1275680606,0,11.90249126,0,1.526668215,0,1.83819124e-08,0,-1.054301839e-07,0,1.114243782e-08,0,-5.623056324e-09,0,0.1275680625,0,12.00000058,-0.6854041152,0,0,0.6140593696,0
4.17,50.04000152,0,-799.9999989,0,0.1275680607,0,11.90249126,0,1.526668215,0,1.832502363e-08,0,-1.068569469e-07,0,1.140938761e-08,0,-5.754570242e-09,0,0.1275680625,0,12.00000058,-0.6854041152,0,0,0.6140593696,0
4.18,50.16000153,0,-799.9999989,0,0.1275680609,0,11.90249126,0,1.526668216,0,1.826682358e-08,0,-1.082717825e-07,0,1.167477918e-08,0,-5.885307895e-09,0,0.1275680626,0,12.00000058,-0.6854041152,0,0,0.6140593696,0
4.19,50.28000154,0,-799.9999989,0,0.1275680611,0,11.90249125,0,1.526668216,0,1.820732007e-08,0,-1.096746076e-07,0,1.193860598e-08,0,-6.015262829e-09,0,0.1275680626,0,12.00000058,-0.6854041152,0,0,0.6140593696,0
4.2,50.40000154,0,-799.9999989,0,0.1275680613,0,11.90249125,0,1.526668216,0,1.814652096e-08,0,-1.110653417e-07,0,1.220084276e-08,0,-6.144424364e-09,0,0.1275680626,0,12.00000058,-0.6854041152,0,0,0.6140593696,0
4.21,50.52000155,0,-799.9999989,0,0.1275680615,0,11.90249125,0,1.526668216,0,1.808443424e-08,0,-1.124439009e-07,0,1.246147422e-08,0,-6.272784959e-09,0,0.1275680626,0,12.00000058,-0.6854041152,0,0,0.6140593696,0
4.22,50.64000155,0,-799.9999989,0,0.1275680617,0,11.90249125,0,1.526668216,0,1.802106795e-08,0,-1.138102086e-07,0,1.272049139e-08,0,-6.400338237e-09,0,0.1275680626,0,12.00000058,-0.6854041152,0,0,0.6140593696,0
4.23,50.76000156,0,-799.9999989,0,0.1275680618,0,11.90249125,0,1.526668216,0,1.79564302e-08,0,-1.151641855e-07,0,1.297787005e-08,0,-6.527073697e-09,0,0.1275680627,0,12.00000057,-0.6854041152,0,0,0.6140593696,0
4.24,50.88000156,0,-799.9999989,0,0.127568062,0,11.90249125,0,1.526668216,0,1.789052921e-08,0,-1.165057543e-07,0,1.323359434e-08,0,-6.652985176e-09,0,0.1275680627,0,12.00000057,-0.6854041152,0,0,0.6140593696,0
4.25,51.00000157,0,-799.9999989,0,0.1275680622,0,11.90249125,0,1.526668216,0,1.782337327e-08,0,-1.178348403e-07,0,1.348764912e-08,0,-6.77806306e-09,0,0.1275680627,0,12.00000057,-0.6854041152,0,0,0.6140593696,0
4.26,51.12000158,0,-799.9999989,0,0.1275680624,0,11.90249125,0,1.526668217,0,1.775497075e-08,0,-1.191513668e-07,0,1.374001687e-08,0,-6.902300727e-09,0,0.1275680627,0,12.00000057,-0.6854041152,0,0,0.6140593696,0
4.27,51.24000158,0,-799.9999989,0,0.1275680625,0,11.90249124,0,1.526668217,0,1.768533009e-08,0,-1.204552621e-07,0,1.399068439e-08,0,-7.025689036e-09,0,0.1275680628,0,12.00000057,-0.6854041152,0,0,0.6140593696,0
4.28,51.36000159,0,-799.9999989,0,0.1275680627,0,11.90249124,0,1.526668217,0,1.761445982e-08,0,-1.217464534e-07,0,1.423963414e-08,0,-7.148221607e-09,0,0.1275680628,0,12.00000057,-0.6854041152,0,0,0.6140593696,0
4.29,51.48000159,0,-799.9999989,0,0.1275680629,0,11.90249124,0,1.526668217,0,1.754236853e-08,0,-1.230248683e-07,0,1.448685304e-08,0,-7.269890772e-09,0,0.1275680628,0,12.00000057,-0.6854041152,0,0,0.6140593696,0
4.3,51.6000016,0,-799.9999989,0,0.1275680631,0,11.90249124,0,1.526668217,0,1.746906491e-08,0,-1.242904382e-07,0,1.473232345e-08,0,-7.390687394e-09,0,0.1275680628,0,12.00000057,-0.6854041152,0,0,0.6140593696,0
4.31,51.7200016,0,-799.9999989,0,0.1275680633,0,11.90249124,0,1.526668217,0,1.739455771e-08,0,-1.255430931e-07,0,1.497602886e-08,0,-7.510606196e-09,0,0.1275680629,0,12.00000056,-0.6854041152,0,0,0.6140593696,0
4.32,51.84000161,0,-799.9999989,0,0.1275680634,0,11.90249124,0,1.526668217,0,1.731885575e-08,0,-1.267827657e-07,0,1.521795884e-08,0,-7.629638646e-09,0,0.1275680629,0,12.00000056,-0.6854041152,0,0,0.6140593696,0
4.33,51.96000162,0,-799.9999989,0,0.1275680636,0,11.90249124,0,1.526668218,0,1.724196792e-08,0,-1.2800939e-07,0,1.545809137e-08,0,-7.747776941e-09,0,0.1275680629,0,12.00000056,-0.6854041152,0,0,0.6140593696,0
4.34,52.08000162,0,-799.9999989,0,0.1275680638,0,11.90249124,0,1.526668218,0,1.716390321e-08,0,-1.292229008e-07,0,1.569642132e-08,0,-7.865015351e-09,0,0.1275680629,0,12.00000056,-0.6854041152,0,0,0.6140593696,0
4.35,52.20000163,0,-799.9999989,0,0.1275680639,0,11.90249123,0,1.526668218,0,1.708467064e-08,0,-1.304232336e-07,0,1.593292835e-08,0,-7.981346716e-09,0,0.127568063,0,12.00000056,-0.6854041152,0,0,0.6140593696,0
4.36,52.32000163,0,-799.9999989,0,0.1275680641,0,11.90249123,0,1.526668218,0,1.700427933e-08,0,-1.31610325e-07,0,1.616759482e-08,0,-8.096762311e-09,0,0.127568063,0,12.00000056,-0.6854041152,0,0,0.6140593696,0
4.37,52.44000164,0,-799.9999989,0,0.1275680643,0,11.90249123,0,1.526668218,0,1.692273847e-08,0,-1.327841142e-07,0,1.640041638e-08,0,-8.21125605e-09,0,0.127568063,0,12.00000056,-0.6854041152,0,0,0.6140593696,0
4.38,52.56000164,0,-799.9999989,0,0.1275680644,0,11.90249123,0,1.526668218,0,1.68400573e-08,0,-1.339445405e-07,0,1.663136985e-08,0,-8.324822695e-09,0,0.127568063,0,12.00000056,-0.6854041152,0,0,0.6140593696,0
4.39,52.68000165,0,-799.9999989,0,0.1275680646,0,11.90249123,0,1.526668219,0,1.675624514e-08,0,-1.350915444e-07,0,1.686044535e-08,0,-8.437454188e-09,0,0.1275680631,0,12.00000055,-0.6854041152,0,0,0.6140593696,0
4.4,52.80000166,0,-799.9999989,0,0.1275680648,0,11.90249123,0,1.526668219,0,1.667131137e-08,0,-1.362250674e-07,0,1.708763193e-08,0,-8.549142088e-09,0,0.1275680631,0,12.00000055,-0.6854041152,0,0,0.6140593696,0
4.41,52.92000166,0,-799.9999989,0,0.127568065,0,11.90249123,0,1.526668219,0,1.658526545e-08,0,-1.373450537e-07,0,1.731290899e-08,0,-8.659884616e-09,0,0.1275680631,0,12.00000055,-0.6854041152,0,0,0.6140593696,0
4.42,53.04000167,0,-799.9999989,0,0.1275680651,0,11.90249123,0,1.526668219,0,1.649811688e-08,0,-1.384514476e-07,0,1.753627589e-08,0,-8.769670285e-09,0,0.1275680632,0,12.00000055,-0.6854041152,0,0,0.6140593696,0
4.43,53.16000167,0,-799.9999989,0,0.1275680653,0,11.90249122,0,1.526668219,0,1.640987525e-08,0,-1.395441933e-07,0,1.775770823e-08,0,-8.878494747e-09,0,0.1275680632,0,12.00000055,-0.6854041152,0,0,0.6140593696,0
4.44,53.28000168,0,-799.9999989,0,0.1275680654,0,11.90249122,0,1.526668219,0,1.63205502e-08,0,-1.406232392e-07,0,1.797719292e-08,0,-8.986352828e-09,0,0.1275680632,0,12.00000055,-0.6854041152,0,0,0.6140593696,0
4.45,53.40000168,0,-799.9999989,0,0.1275680656,0,11.90249122,0,1.52666822,0,1.623015144e-08,0,-1.416885321e-07,0,1.819472282e-08,0,-9.093236892e-09,0,0.1275680633,0,12.00000055,-0.6854041152,0,0,0.6140593696,0
4.46,53.52000169,0,-799.9999989,0,0.1275680658,0,11.90249122,0,1.52666822,0,1.613868873e-08,0,-1.427400217e-07,0,1.841028105e-08,0,-9.199140687e-09,0,0.1275680633,0,12.00000055,-0.6854041152,0,0,0.6140593696,0
4.47,53.64000169,0,-799.9999989,0,0.1275680659,0,11.90249122,0,1.52666822,0,1.604617191e-08,0,-1.437776591e-07,0,1.86238637e-08,0,-9.304059648e-09,0,0.1275680633,0,12.00000054,-0.6854041152,0,0,0.6140593696,0
4.48,53.7600017,0,-799.9999989,0,0.1275680661,0,11.90249122,0,1.52666822,0,1.595261085e-08,0,-1.448013948e-07,0,1.883544816e-08,0,-9.407985791e-09,0,0.1275680633,0,12.00000054,-0.6854041152,0,0,0.6140593696,0
4.49,53.8800017,0,-799.9999989,0,0.1275680662,0,11.90249122,0,1.52666822,0,1.58580155e-08,0,-1.458111825e-07,0,1.904502663e-08,0,-9.510915643e-09,0,0.1275680634,0,12.00000054,-0.6854041152,0,0,0.6140593696,0
4.5,54.00000171,0,-799.9999989,0,0.1275680664,0,11.90249121,0,1.526668221,0,1.576239587e-08,0,-1.468069757e-07,0,1.925258859e-08,0,-9.612842083e-09,0,0.1275680634,0,12.00000054,-0.6854041152,0,0,0.6140593696,0
4.51,54.12000172,0,-799.9999989,0,0.1275680666,0,11.90249121,0,1.526668221,0,1.566576201e-08,0,-1.477887296e-07,0,1.945812584e-08,0,-9.713760316e-09,0,0.1275680634,0,12.00000054,-0.6854041152,0,0,0.6140593696,0
4.52,54.24000172,0,-799.9999989,0,0.1275680667,0,11.90249121,0,1.526668221,0,1.556812405e-08,0,-1.487564011e-07,0,1.966161842e-08,0,-9.813663916e-09,0,0.1275680635,0,12.00000054,-0.6854041152,0,0,0.6140593696,0
4.53,54.36000173,0,-799.9999989,0,0.1275680669,0,11.90249121,0,1.526668221,0,1.546949213e-08,0,-1.497099477e-07,0,1.986306468e-08,0,-9.912548098e-09,0,0.1275680635,0,12.00000054,-0.6854041152,0,0,0.6140593696,0
4.54,54.48000173,0,-799.9999989,0,0.127568067,0,11.90249121,0,1.526668221,0,1.53698765e-08,0,-1.506493284e-07,0,2.006244607e-08,0,-1.001040813e-08,0,0.1275680635,0,12.00000053,-0.6854041152,0,0,0.6140593696,0
4.55,54.60000174,0,-799.9999989,0,0.1275680672,0,11.90249121,0,1.526668222,0,1.526928742e-08,0,-1.515745034e-07,0,2.025976056e-08,0,-1.010723603e-08,0,0.1275680636,0,12.00000053,-0.6854041152,0,0,0.6140593696,0
4.56,54.72000174,0,-799.9999989,0,0.1275680673,0,11.9024912,0,1.526668222,0,1.516773522e-08,0,-1.524854339e-07,0,2.04549836e-08,0,-1.02030299e-08,0,0.1275680636,0,12.00000053,-0.6854041152,0,0,0.6140593696,0
4.57,54.84000175,0,-799.9999989,0,0.1275680675,0,11.9024912,0,1.526668222,0,1.506523029e-08,0,-1.533820834e-07,0,2.064811437e-08,0,-1.029778302e-08,0,0.1275680636,0,12.00000053,-0.6854041152,0,0,0.6140593696,0
4.58,54.96000175,0,-799.9999989,0,0.1275680676,0,11.9024912,0,1.526668222,0,1.496178305e-08,0,-1.542644148e-07,0,2.083914564e-08,0,-1.039149132e-08,0,0.1275680637,0,12.00000053,-0.6854041152,0,0,0.6140593696,0
4.59,55.08000176,0,-799.9999989,0,0.1275680678,0,11.9024912,0,1.526668222,0,1.485740397e-08,0,-1.551323936e-07,0,2.102805629e-08,0,-1.04841488e-08,0,0.1275680637,0,12.00000053,-0.6854041152,0,0,0.6140593696,0
4.6,55.20000176,0,-799.9999989,0,0.1275680679,0,11.9024912,0,1.526668223,0,1.475210359e-08,0,-1.559859855e-07,0,2.121485097e-08,0,-1.057575176e-08,0,0.1275680637,0,12.00000052,-0.6854041152,0,0,0.6140593696,0
4.61,55.32000177,0,-799.9999989,0,0.1275680681,0,11.9024912,0,1.526668223,0,1.464589247e-08,0,-1.568251583e-07,0,2.139950802e-08,0,-1.066629421e-08,0,0.1275680638,0,12.00000052,-0.6854041152,0,0,0.6140593696,0
4.62,55.44000177,0,-799.9999989,0,0.1275680682,0,11.9024912,0,1.526668223,0,1.453878125e-08,0,-1.576498809e-07,0,2.158202605e-08,0,-1.07557723e-08,0,0.1275680638,0,12.00000052,-0.6854041152,0,0,0.6140593696,0
4.63,55.56000178,0,-799.9999989,0,0.1275680684,0,11.90249119,0,1.526668223,0,1.443078059e-08,0,-1.584601228e-07,0,2.176238986e-08,0,-1.084418194e-08,0,0.1275680638,0,12.00000052,-0.6854041152,0,0,0.6140593696,0
4.64,55.68000178,0,-799.9999989,0,0.1275680685,0,11.90249119,0,1.526668223,0,1.432190119e-08,0,-1.592558557e-07,0,2.194059368e-08,0,-1.093151905e-08,0,0.1275680639,0,12.00000052,-0.6854041152,0,0,0.6140593696,0
4.65,55.80000179,0,-799.9999989,0,0.1275680687,0,11.90249119,0,1.526668224,0,1.42121538e-08,0,-1.600370523e-07,0,2.211662334e-08,0,-1.101777832e-08,0,0.1275680639,0,12.00000052,-0.6854041152,0,0,0.6140593696,0
4.66,55.92000179,0,-799.9999989,0,0.1275680688,0,11.90249119,0,1.526668224,0,1.410154923e-08,0,-1.608036846e-07,0,2.22904777e-08,0,-1.11029554e-08,0,0.1275680639,0,12.00000052,-0.6854041152,0,0,0.6140593696,0
4.67,56.0400018,0,-799.9999989,0,0.1275680689,0,11.90249119,0,1.526668224,0,1.399009832e-08,0,-1.615557299e-07,0,2.246215077e-08,0,-1.118704712e-08,0,0.127568064,0,12.00000051,-0.6854041152,0,0,0.6140593696,0
4.68,56.1600018,0,-799.9999989,0,0.1275680691,0,11.90249119,0,1.526668224,0,1.387781193e-08,0,-1.62293162e-07,0,2.263161924e-08,0,-1.127004794e-08,0,0.127568064,0,12.00000051,-0.6854041152,0,0,0.6140593696,0
4.69,56.28000181,0,-799.9999989,0,0.1275680692,0,11.90249118,0,1.526668225,0,1.376470099e-08,0,-1.630159592e-07,0,2.279888698e-08,0,-1.135195634e-08,0,0.127568064,0,12.00000051,-0.6854041152,0,0,0.6140593696,0
4.7,56.40000181,0,-799.9999989,0,0.1275680694,0,11.90249118,0,1.526668225,0,1.365077646e-08,0,-1.637240998e-07,0,2.296394762e-08,0,-1.143276653e-08,0,0.1275680641,0,12.00000051,-0.6854041152,0,0,0.6140593696,0
4.71,56.52000182,0,-799.9999989,0,0.1275680695,0,11.90249118,0,1.526668225,0,1.353604932e-08,0,-1.644175625e-07,0,2.312678991e-08,0,-1.151247663e-08,0,0.1275680641,0,12.00000051,-0.6854041152,0,0,0.6140593696,0
4.72,56.64000182,0,-799.9999989,0,0.1275680696,0,11.90249118,0,1.526668225,0,1.342053061e-08,0,-1.650963295e-07,0,2.32874011e-08,0,-1.159108087e-08,0,0.1275680642,0,12.00000051,-0.6854041152,0,0,0.6140593696,0
4.73,56.76000183,0,-799.9999989,0,0.1275680698,0,11.90249118,0,1.526668226,0,1.33042314e-08,0,-1.657603818e-07,0,2.344578693e-08,0,-1.166857732e-08,0,0.1275680642,0,12.0000005,-0.6854041152,0,0,0.6140593696,0
4.74,56.88000184,0,-799.9999989,0,0.1275680699,0,11.90249118,0,1.526668226,0,1.318716278e-08,0,-1.664097036e-07,0,2.360192855e-08,0,-1.174496217e-08,0,0.1275680642,0,12.0000005,-0.6854041152,0,0,0.6140593696,0
4.75,57.00000184,0,-799.9999989,0,0.12756807,0,11.90249117,0,1.526668226,0,1.306933589e-08,0,-1.670442793e-07,0,2.375582161e-08,0,-1.182023007e-08,0,0.1275680643,0,12.0000005,-0.6854041152,0,0,0.6140593696,0
4.76,57.12000185,0,-799.9999989,0,0.1275680702,0,11.90249117,0,1.526668226,0,1.29507619e-08,0,-1.67664094e-07,0,2.390745879e-08,0,-1.189438085e-08,0,0.1275680643,0,12.0000005,-0.6854041152,0,0,0.6140593696,0
4.77,57.24000185,0,-799.9999989,0,0.1275680703,0,11.90249117,0,1.526668226,0,1.283145201e-08,0,-1.682691359e-07,0,2.405683668e-08,0,-1.19674096e-08,0,0.1275680643,0,12.0000005,-0.6854041152,0,0,0.6140593696,0
4.78,57.36000186,0,-799.9999989,0,0.1275680704,0,11.90249117,0,1.526668227,0,1.271141745e-08,0,-1.688593913e-07,0,2.420394499e-08,0,-1.203931397e-08,0,0.1275680644,0,12.0000005,-0.6854041152,0,0,0.6140593696,0
4.79,57.48000186,0,-799.9999989,0,0.1275680705,0,11.90249117,0,1.526668227,0,1.259066949e-08,0,-1.694348504e-07,0,2.434878633e-08,0,-1.211009059e-08,0,0.1275680644,0,12.00000049,-0.6854041152,0,0,0.6140593696,0
4.8,57.60000186,0,-799.9999989,0,0.1275680707,0,11.90249117,0,1.526668227,0,1.24692194e-08,0,-1.69995504e-07,0,2.449134406e-08,0,-1.217973693e-08,0,0.1275680645,0,12.00000049,-0.6854041152,0,0,0.6140593696,0
4.81,57.72000187,0,-799.9999989,0,0.1275680708,0,11.90249116,0,1.526668227,0,1.234707852e-08,0,-1.70541343e-07,0,2.46316215e-08,0,-1.22482504e-08,0,0.1275680645,0,12.00000049,-0.6854041152,0,0,0.6140593696,0
4.82,57.84000187,0,-799.9999989,0,0.1275680709,0,11.90249116,0,1.526668228,0,1.222425818e-08,0,-1.710723612e-07,0,2.476960796e-08,0,-1.231562764e-08,0,0.1275680645,0,12.00000049,-0.6854041152,0,0,0.6140593696,0
4.83,57.96000188,0,-799.9999989,0,0.127568071,0,11.90249116,0,1.526668228,0,1.210076976e-08,0,-1.715885514e-07,0,2.490529312e-08,0,-1.238186721e-08,0,0.1275680646,0,12.00000049,-0.6854041152,0,0,0.6140593696,0
4.84,58.08000188,0,-799.9999989,0,0.1275680712,0,11.90249116,0,1.526668228,0,1.197662465e-08,0,-1.720899104e-07,0,2.50386812e-08,0,-1.244696524e-08,0,0.1275680646,0,12.00000049,-0.6854041152,0,0,0.6140593696,0
4.85,58.20000189,0,-799.9999989,0,0.1275680713,0,11.90249116,0,1.526668228,0,1.185183427e-08,0,-1.72576434e-07,0,2.516976421e-08,0,-1.251091944e-08,0,0.1275680647,0,12.00000048,-0.6854041152,0,0,0.6140593696,0
4.86,58.32000189,0,-799.9999989,0,0.1275680714,0,11.90249116,0,1.526668229,0,1.172641006e-08,0,-1.730481195e-07,0,2.529853814e-08,0,-1.257372985e-08,0,0.1275680647,0,12.00000048,-0.6854041152,0,0,0.6140593696,0
4.87,58.4400019,0,-799.9999989,0,0.1275680715,0,11.90249115,0,1.526668229,0,1.16003635e-08,0,-1.735049655e-07,0,2.542499366e-08,0,-1.263539157e-08,0,0.1275680647,0,12.00000048,-0.6854041152,0,0,0.6140593696,0
4.88,58.5600019,0,-799.9999989,0,0.1275680716,0,11.90249115,0,1.526668229,0,1.147370607e-08,0,-1.739469727e-07,0,2.554912721e-08,0,-1.269590356e-08,0,0.1275680648,0,12.00000048,-0.6854041152,0,0,0.6140593696,0
4.89,58.68000191,0,-799.9999989,0,0.1275680717,0,11.90249115,0,1.526668229,0,1.134644927e-08,0,-1.743741427e-07,0,2.567094258e-08,0,-1.275526353e-08,0,0.1275680648,0,12.00000048,-0.6854041152,0,0,0.6140593696,0
4.9,58.80000191,0,-799.9999989,0,0.1275680718,0,11.90249115,0,1.52666823,0,1.121860464e-08,0,-1.747864762e-07,0,2.57904313e-08,0,-1.281347083e-08,0,0.1275680649,0,12.00000048,-0.6854041152,0,0,0.6140593696,0
4.91,58.92000192,0,-799.9999989,0,0.127568072,0,11.90249115,0,1.52666823,0,1.109018371e-08,0,-1.751839777e-07,0,2.590758326e-08,0,-1.287052213e-08,0,0.1275680649,0,12.00000047,-0.6854041152,0,0,0.6140593696,0
4.92,59.04000192,0,-799.9999989,0,0.1275680721,0,11.90249115,0,1.52666823,0,1.096119806e-08,0,-1.755666522e-07,0,2.602240475e-08,0,-1.292641657e-08,0,0.1275680649,0,12.00000047,-0.6854041152,0,0,0.6140593696,0
4.93,59.16000193,0,-799.9999989,0,0.1275680722,0,11.90249114,0,1.52666823,0,1.083165926e-08,0,-1.759345054e-07,0,2.61348879e-08,0,-1.298115165e-08,0,0.127568065,0,12.00000047,-0.6854041152,0,0,0.6140593696,0
4.94,59.28000193,0,-799.9999989,0,0.1275680723,0,11.90249114,0,1.526668231,0,1.070157891e-08,0,-1.762875437e-07,0,2.624502676e-08,0,-1.303472697e-08,0,0.127568065,0,12.00000047,-0.6854041152,0,0,0.6140593696,0
4.95,59.40000194,0,-799.9999989,0,0.1275680724,0,11.90249114,0,1.526668231,0,1.057096861e-08,0,-1.766257751e-07,0,2.63528228e-08,0,-1.308714064e-08,0,0.1275680651,0,12.00000047,-0.6854041152,0,0,0.6140593696,0
4.96,59.52000194,0,-799.9999989,0,0.1275680725,0,11.90249114,0,1.526668231,0,1.043983999e-08,0,-1.769492094e-07,0,2.645827229e-08,0,-1.313839077e-08,0,0.1275680651,0,12.00000047,-0.6854041152,0,0,0.6140593696,0
4.97,59.64000195,0,-799.9999989,0,0.1275680726,0,11.90249114,0,1.526668232,0,1.030820468e-08,0,-1.772578572e-07,0,2.656137158e-08,0,-1.318847655e-08,0,0.1275680651,0,12.00000046,-0.6854041152,0,0,0.6140593696,0
4.98,59.76000195,0,-799.9999989,0,0.1275680727,0,11.90249113,0,1.526668232,0,1.017607435e-08,0,-1.775517301e-07,0,2.666211903e-08,0,-1.323739696e-08,0,0.1275680652,0,12.00000046,-0.6854041152,0,0,0.6140593696,0
4.99,59.88000196,0,-799.9999989,0,0.1275680728,0,11.90249113,0,1.526668232,0,1.004346063e-08,0,-1.778308402e-07,0,2.676051119e-08,0,-1.32851516e-08,0,0.1275680652,0,12.00000046,-0.6854041152,0,0,0.6140593696,0
5,60.00000196,0,-799.9999989,0,0.1275680729,0,11.90249113,0,1.526668232,0,9.910375207e-09,0,-1.780952013e-07,0,2.685654497e-08,0,-1.333173902e-08,0,0.1275680653,0,12.00000046,-0.6854041152,0,0,0.6140593696,0
